qa_review_id,alert_id,alert_date,rule_id,rule_name,analyst_id,qa_reviewer_id,risk_score,review_minutes,alert_age_days,disposition,qa_result,qa_issue
QA0629,ALT03498,2026-03-03,R002,High-Risk Jurisdiction Wire,ANL06,ANL12,51.0,37,3,Escalate to Case,Pass,None
QA0630,ALT00983,2026-02-26,R003,Rapid Movement of Funds,ANL05,ANL12,67.0,8,12,Close - False Positive,Pass,None
QA0631,ALT01352,2026-04-09,R002,High-Risk Jurisdiction Wire,ANL12,ANL12,47.0,50,8,Close - False Positive,Pass,None
QA0632,ALT03405,2026-06-02,R005,High-Value Wire,ANL07,ANL12,55.0,48,9,Close - False Positive,Pass,None
QA0633,ALT03564,2026-04-26,R006,P2P Funnel Activity,ANL09,ANL12,75.0,24,15,Close - False Positive,Fail,Insufficient Narrative
QA0634,ALT01006,2026-01-22,R008,Dormant Account Reactivation,ANL11,ANL12,84.0,19,17,Close - False Positive,Pass,None
QA0635,ALT00354,2026-01-06,R004,Unusual Volume Increase,ANL02,ANL12,59.0,33,4,Close - False Positive,Pass,None
QA0636,ALT01816,2026-09-28,R002,High-Risk Jurisdiction Wire,ANL08,ANL12,59.0,36,4,Close - Explained Activity,Pass,None
QA0637,ALT02598,2026-03-19,R004,Unusual Volume Increase,ANL11,ANL12,79.0,21,35,Close - False Positive,Fail,Disposition Not Supported
QA0638,ALT01259,2026-09-28,R003,Rapid Movement of Funds,ANL01,ANL12,39.0,48,21,Close - False Positive,Pass,None
QA0639,ALT00082,2026-06-02,R001,Structuring / Cash Activity,ANL02,ANL12,27.0,33,3,Close - False Positive,Pass,None
QA0640,ALT03407,2026-07-22,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,42.0,45,4,Close - False Positive,Pass,None
QA0641,ALT00979,2026-06-16,R002,High-Risk Jurisdiction Wire,ANL11,ANL12,56.0,18,7,Close - False Positive,Pass,None
QA0642,ALT02742,2026-03-11,R001,Structuring / Cash Activity,ANL07,ANL12,22.0,43,12,Close - False Positive,Fail,Insufficient Narrative
QA0643,ALT01747,2026-01-22,R005,High-Value Wire,ANL07,ANL12,55.0,54,3,Close - Explained Activity,Pass,None
QA0644,ALT00405,2026-03-16,R001,Structuring / Cash Activity,ANL02,ANL12,42.0,20,13,Close - False Positive,Pass,None
QA0645,ALT00012,2026-08-23,R002,High-Risk Jurisdiction Wire,ANL08,ANL12,61.0,39,11,Escalate to Case,Pass,None
QA0646,ALT02131,2026-04-10,R001,Structuring / Cash Activity,ANL04,ANL12,42.0,8,7,Close - False Positive,Fail,KYC Context Missing
QA0647,ALT02095,2026-08-23,R006,P2P Funnel Activity,ANL06,ANL12,69.0,32,3,Close - False Positive,Pass,None
QA0648,ALT03270,2026-09-03,R003,Rapid Movement of Funds,ANL07,ANL12,38.0,36,10,Close - Explained Activity,Pass,None
QA0649,ALT02698,2026-02-16,R001,Structuring / Cash Activity,ANL07,ANL12,56.0,55,5,Close - False Positive,Pass,None
QA0650,ALT01374,2026-09-13,R006,P2P Funnel Activity,ANL12,ANL12,44.0,27,4,Close - False Positive,Pass,None
QA0651,ALT00305,2026-09-09,R003,Rapid Movement of Funds,ANL02,ANL12,77.0,47,5,Close - False Positive,Pass,None
QA0652,ALT00130,2026-03-22,R001,Structuring / Cash Activity,ANL01,ANL12,57.0,23,12,Close - False Positive,Fail,Escalation Rationale Weak
QA0653,ALT00325,2026-06-13,R005,High-Value Wire,ANL09,ANL12,58.0,57,5,Close - False Positive,Pass,None
QA0654,ALT01738,2026-02-14,R005,High-Value Wire,ANL09,ANL12,100.0,35,21,Close - Explained Activity,Pass,None
QA0655,ALT00276,2026-05-31,R001,Structuring / Cash Activity,ANL02,ANL12,67.0,31,10,Escalate to Case,Pass,None
QA0656,ALT00211,2026-08-22,R004,Unusual Volume Increase,ANL08,ANL12,43.0,45,9,Close - False Positive,Pass,None
QA0657,ALT01779,2026-09-21,R004,Unusual Volume Increase,ANL11,ANL12,52.0,46,10,Close - False Positive,Pass,None
QA0658,ALT03433,2026-07-24,R005,High-Value Wire,ANL01,ANL12,43.0,56,6,Escalate to Case,Pass,None
QA0659,ALT03046,2026-01-20,R004,Unusual Volume Increase,ANL02,ANL12,79.0,28,1,Escalate to Case,Fail,KYC Context Missing
QA0660,ALT00745,2026-01-02,R001,Structuring / Cash Activity,ANL07,ANL12,60.0,40,9,Escalate to Case,Pass,None
QA0661,ALT00918,2026-07-31,R002,High-Risk Jurisdiction Wire,ANL12,ANL12,52.0,38,21,Escalate to Case,Pass,None
QA0662,ALT02922,2026-07-14,R002,High-Risk Jurisdiction Wire,ANL02,ANL12,99.0,50,2,Escalate to Case,Pass,None
QA0663,ALT01466,2026-08-03,R003,Rapid Movement of Funds,ANL06,ANL12,64.0,35,1,Escalate to Case,Pass,None
QA0664,ALT02532,2026-09-06,R005,High-Value Wire,ANL10,ANL12,83.0,24,9,Close - Explained Activity,Pass,None
QA0665,ALT00298,2026-04-08,R003,Rapid Movement of Funds,ANL07,ANL12,79.0,39,3,Close - False Positive,Fail,Incomplete Transaction Review
QA0666,ALT00859,2026-08-05,R001,Structuring / Cash Activity,ANL08,ANL12,27.0,31,15,Close - Explained Activity,Pass,None
QA0667,ALT03074,2026-01-20,R004,Unusual Volume Increase,ANL10,ANL12,43.0,24,3,Close - False Positive,Pass,None
QA0668,ALT00065,2026-06-27,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,57.0,31,6,Escalate to Case,Pass,None
QA0669,ALT03554,2026-09-01,R004,Unusual Volume Increase,ANL10,ANL12,59.0,26,2,Close - False Positive,Pass,None
QA0670,ALT02967,2026-03-21,R002,High-Risk Jurisdiction Wire,ANL03,ANL12,50.0,37,10,Escalate to Case,Fail,Disposition Not Supported
QA0671,ALT01001,2026-03-15,R002,High-Risk Jurisdiction Wire,ANL12,ANL12,58.0,67,12,Close - False Positive,Pass,None
QA0672,ALT00040,2026-06-24,R006,P2P Funnel Activity,ANL10,ANL12,42.0,41,6,Close - False Positive,Pass,None
QA0673,ALT01896,2026-09-14,R006,P2P Funnel Activity,ANL05,ANL12,96.0,31,4,Escalate to Case,Pass,None
QA0674,ALT02158,2026-07-16,R006,P2P Funnel Activity,ANL05,ANL12,49.0,35,2,Close - False Positive,Pass,None
QA0675,ALT03329,2026-06-18,R006,P2P Funnel Activity,ANL01,ANL12,44.0,47,15,Escalate to Case,Pass,None
QA0676,ALT02407,2026-03-10,R001,Structuring / Cash Activity,ANL02,ANL12,88.0,29,18,Close - Explained Activity,Pass,None
QA0677,ALT01177,2026-02-26,R001,Structuring / Cash Activity,ANL05,ANL12,42.0,32,4,Close - False Positive,Pass,None
QA0678,ALT00453,2026-07-04,R001,Structuring / Cash Activity,ANL09,ANL12,66.0,57,5,Close - False Positive,Pass,None
QA0679,ALT03369,2026-09-18,R007,Cash Intensive Business,ANL01,ANL12,23.0,35,12,Close - Explained Activity,Pass,None
QA0680,ALT00807,2026-02-08,R006,P2P Funnel Activity,ANL10,ANL12,79.0,16,9,Escalate to Case,Fail,Incomplete Transaction Review
QA0681,ALT00323,2026-07-11,R002,High-Risk Jurisdiction Wire,ANL04,ANL12,43.0,42,12,Close - False Positive,Pass,None
QA0682,ALT01993,2026-02-19,R004,Unusual Volume Increase,ANL08,ANL12,46.0,31,4,Close - False Positive,Pass,None
QA0683,ALT01758,2026-04-13,R004,Unusual Volume Increase,ANL12,ANL12,32.0,56,12,Close - False Positive,Pass,None
QA0684,ALT01047,2026-08-06,R004,Unusual Volume Increase,ANL08,ANL12,56.0,34,4,Close - False Positive,Pass,None
QA0685,ALT02414,2026-02-26,R008,Dormant Account Reactivation,ANL01,ANL12,70.0,28,6,Close - False Positive,Fail,Incomplete Transaction Review
QA0686,ALT02636,2026-04-14,R008,Dormant Account Reactivation,ANL09,ANL12,69.0,51,11,Close - False Positive,Pass,None
QA0687,ALT03534,2026-06-11,R004,Unusual Volume Increase,ANL09,ANL12,38.0,22,13,Escalate to Case,Pass,None
QA0688,ALT03561,2026-03-13,R004,Unusual Volume Increase,ANL05,ANL12,58.0,20,14,Close - Explained Activity,Pass,None
QA0689,ALT01272,2026-05-08,R005,High-Value Wire,ANL05,ANL12,66.0,46,3,Escalate to Case,Fail,Insufficient Narrative
QA0690,ALT01778,2026-02-28,R002,High-Risk Jurisdiction Wire,ANL08,ANL12,38.0,54,27,Close - False Positive,Pass,None
QA0691,ALT01410,2026-02-10,R006,P2P Funnel Activity,ANL08,ANL12,42.0,24,3,Close - False Positive,Pass,None
QA0692,ALT03395,2026-09-15,R004,Unusual Volume Increase,ANL07,ANL12,73.0,47,6,Escalate to Case,Pass,None
QA0693,ALT00434,2026-08-11,R001,Structuring / Cash Activity,ANL05,ANL12,78.0,52,8,Close - False Positive,Pass,None
QA0694,ALT00205,2026-02-07,R008,Dormant Account Reactivation,ANL11,ANL12,52.0,34,3,Close - Explained Activity,Pass,None
QA0695,ALT00992,2026-06-08,R001,Structuring / Cash Activity,ANL03,ANL12,86.0,51,4,Close - False Positive,Pass,None
QA0696,ALT03215,2026-06-04,R004,Unusual Volume Increase,ANL10,ANL12,68.0,58,16,Close - False Positive,Pass,None
QA0697,ALT00400,2026-08-18,R004,Unusual Volume Increase,ANL07,ANL12,50.0,39,15,Close - False Positive,Pass,None
QA0698,ALT00102,2026-02-03,R003,Rapid Movement of Funds,ANL09,ANL12,47.0,12,4,Close - False Positive,Pass,None
QA0699,ALT02523,2026-04-15,R007,Cash Intensive Business,ANL03,ANL12,74.0,54,2,Close - False Positive,Pass,None
QA0700,ALT02143,2026-01-25,R002,High-Risk Jurisdiction Wire,ANL02,ANL12,80.0,64,3,Escalate to Case,Pass,None
QA0701,ALT02373,2026-02-05,R006,P2P Funnel Activity,ANL12,ANL12,45.0,52,13,Close - False Positive,Pass,None
QA0702,ALT01805,2026-09-12,R003,Rapid Movement of Funds,ANL03,ANL12,37.0,17,3,Close - False Positive,Pass,None
QA0703,ALT02113,2026-03-22,R001,Structuring / Cash Activity,ANL03,ANL12,45.0,50,2,Escalate to Case,Pass,None
QA0704,ALT00641,2026-06-28,R008,Dormant Account Reactivation,ANL05,ANL12,46.0,31,4,Close - Explained Activity,Fail,Incomplete Transaction Review
QA0705,ALT01654,2026-02-21,R004,Unusual Volume Increase,ANL06,ANL12,61.0,72,5,Close - False Positive,Pass,None
QA0706,ALT03066,2026-08-05,R001,Structuring / Cash Activity,ANL03,ANL12,55.0,27,12,Escalate to Case,Pass,None
QA0707,ALT03339,2026-09-29,R002,High-Risk Jurisdiction Wire,ANL03,ANL12,73.0,44,6,Close - Explained Activity,Pass,None
QA0708,ALT02825,2026-05-01,R004,Unusual Volume Increase,ANL02,ANL12,72.0,55,2,Close - False Positive,Pass,None
QA0709,ALT00030,2026-01-25,R006,P2P Funnel Activity,ANL05,ANL12,62.0,8,1,Escalate to Case,Pass,None
QA0710,ALT01338,2026-05-10,R004,Unusual Volume Increase,ANL09,ANL12,51.0,38,2,Close - False Positive,Fail,Incomplete Transaction Review
QA0711,ALT02853,2026-02-24,R004,Unusual Volume Increase,ANL10,ANL12,43.0,43,13,Close - False Positive,Fail,Incomplete Transaction Review
QA0712,ALT02829,2026-01-04,R004,Unusual Volume Increase,ANL12,ANL12,38.0,48,3,Close - False Positive,Fail,KYC Context Missing
QA0713,ALT00208,2026-01-21,R002,High-Risk Jurisdiction Wire,ANL06,ANL12,60.0,52,3,Close - False Positive,Pass,None
QA0714,ALT02498,2026-03-02,R003,Rapid Movement of Funds,ANL10,ANL12,96.0,9,4,Close - False Positive,Pass,None
QA0715,ALT03043,2026-07-25,R004,Unusual Volume Increase,ANL12,ANL12,81.0,22,17,Close - False Positive,Pass,None
QA0716,ALT02969,2026-01-21,R006,P2P Funnel Activity,ANL02,ANL12,66.0,18,13,Escalate to Case,Pass,None
QA0717,ALT00667,2026-04-29,R001,Structuring / Cash Activity,ANL06,ANL12,74.0,42,11,Close - False Positive,Pass,None
QA0718,ALT02971,2026-01-30,R002,High-Risk Jurisdiction Wire,ANL04,ANL12,79.0,20,5,Close - False Positive,Pass,None
QA0719,ALT00553,2026-06-01,R002,High-Risk Jurisdiction Wire,ANL04,ANL12,73.0,39,11,Close - Explained Activity,Pass,None
QA0720,ALT01901,2026-09-03,R002,High-Risk Jurisdiction Wire,ANL02,ANL12,41.0,38,13,Close - False Positive,Pass,None
QA0721,ALT00489,2026-04-04,R003,Rapid Movement of Funds,ANL09,ANL12,60.0,46,2,Close - False Positive,Pass,None
QA0722,ALT02573,2026-09-23,R004,Unusual Volume Increase,ANL03,ANL12,66.0,39,8,Close - False Positive,Pass,None
QA0723,ALT02071,2026-05-10,R007,Cash Intensive Business,ANL07,ANL12,77.0,20,6,Escalate to Case,Pass,None
QA0724,ALT03080,2026-02-23,R002,High-Risk Jurisdiction Wire,ANL07,ANL12,45.0,49,11,Close - False Positive,Pass,None
QA0725,ALT02934,2026-04-03,R003,Rapid Movement of Funds,ANL05,ANL12,70.0,44,10,Close - Explained Activity,Fail,Insufficient Narrative
QA0726,ALT00711,2026-05-17,R005,High-Value Wire,ANL05,ANL12,74.0,50,6,Close - False Positive,Pass,None
QA0727,ALT00381,2026-05-28,R002,High-Risk Jurisdiction Wire,ANL06,ANL12,73.0,9,5,Close - False Positive,Pass,None
QA0728,ALT01527,2026-04-12,R005,High-Value Wire,ANL06,ANL12,58.0,44,3,Escalate to Case,Pass,None
QA0729,ALT02806,2026-02-12,R002,High-Risk Jurisdiction Wire,ANL05,ANL12,52.0,37,8,Escalate to Case,Pass,None
QA0730,ALT01358,2026-01-05,R005,High-Value Wire,ANL09,ANL12,72.0,18,5,Escalate to Case,Pass,None
QA0731,ALT02641,2026-05-14,R005,High-Value Wire,ANL01,ANL12,100.0,28,6,Close - False Positive,Pass,None
QA0732,ALT01296,2026-06-09,R005,High-Value Wire,ANL04,ANL12,57.0,59,4,Escalate to Case,Pass,None
QA0733,ALT03380,2026-03-10,R003,Rapid Movement of Funds,ANL11,ANL12,45.0,30,4,Escalate to Case,Pass,None
QA0734,ALT03273,2026-03-19,R001,Structuring / Cash Activity,ANL10,ANL12,92.0,45,11,Close - False Positive,Pass,None
QA0735,ALT01879,2026-03-30,R006,P2P Funnel Activity,ANL08,ANL12,81.0,54,5,Escalate to Case,Pass,None
QA0736,ALT01796,2026-02-17,R001,Structuring / Cash Activity,ANL06,ANL12,63.0,40,11,Close - False Positive,Pass,None
QA0737,ALT01233,2026-07-17,R002,High-Risk Jurisdiction Wire,ANL10,ANL12,67.0,22,5,Escalate to Case,Pass,None
QA0738,ALT01638,2026-02-07,R004,Unusual Volume Increase,ANL06,ANL12,56.0,30,17,Escalate to Case,Fail,Incomplete Transaction Review
QA0739,ALT03496,2026-01-01,R007,Cash Intensive Business,ANL03,ANL12,71.0,9,4,Close - False Positive,Pass,None
QA0740,ALT00104,2026-03-07,R003,Rapid Movement of Funds,ANL08,ANL12,82.0,31,15,Escalate to Case,Pass,None
QA0741,ALT02464,2026-01-11,R001,Structuring / Cash Activity,ANL05,ANL12,31.0,45,7,Escalate to Case,Pass,None
QA0742,ALT03332,2026-06-12,R005,High-Value Wire,ANL10,ANL12,77.0,40,12,Close - Explained Activity,Pass,None
QA0743,ALT03202,2026-03-15,R006,P2P Funnel Activity,ANL05,ANL12,62.0,36,3,Escalate to Case,Fail,Insufficient Narrative
QA0744,ALT03310,2026-01-04,R007,Cash Intensive Business,ANL10,ANL12,41.0,19,8,Close - Explained Activity,Fail,Insufficient Narrative
QA0745,ALT01003,2026-02-16,R008,Dormant Account Reactivation,ANL05,ANL12,67.0,21,3,Close - Explained Activity,Pass,None
QA0746,ALT01065,2026-03-19,R005,High-Value Wire,ANL10,ANL12,50.0,38,14,Close - False Positive,Pass,None
QA0747,ALT00885,2026-05-15,R005,High-Value Wire,ANL03,ANL12,52.0,53,12,Close - False Positive,Pass,None
QA0748,ALT00539,2026-07-20,R007,Cash Intensive Business,ANL05,ANL12,40.0,42,16,Close - False Positive,Pass,None
QA0749,ALT03044,2026-04-02,R001,Structuring / Cash Activity,ANL03,ANL12,63.0,57,2,Close - False Positive,Pass,None
QA0750,ALT00337,2026-07-13,R005,High-Value Wire,ANL02,ANL12,78.0,72,20,Close - False Positive,Pass,None
QA0751,ALT03031,2026-02-10,R001,Structuring / Cash Activity,ANL04,ANL12,78.0,48,9,Close - False Positive,Pass,None
QA0752,ALT00079,2026-03-27,R004,Unusual Volume Increase,ANL02,ANL12,49.0,32,10,Escalate to Case,Pass,None
QA0753,ALT00557,2026-08-17,R005,High-Value Wire,ANL10,ANL12,54.0,14,20,Escalate to Case,Pass,None
QA0754,ALT03520,2026-05-30,R007,Cash Intensive Business,ANL09,ANL12,77.0,51,2,Close - Explained Activity,Pass,None
QA0755,ALT00759,2026-09-12,R004,Unusual Volume Increase,ANL01,ANL12,48.0,28,13,Close - Explained Activity,Pass,None
QA0756,ALT02422,2026-04-12,R008,Dormant Account Reactivation,ANL09,ANL12,49.0,29,5,Close - False Positive,Pass,None
QA0757,ALT01142,2026-07-15,R003,Rapid Movement of Funds,ANL05,ANL12,63.0,68,10,Escalate to Case,Pass,None
QA0758,ALT01744,2026-07-14,R004,Unusual Volume Increase,ANL06,ANL12,69.0,28,7,Close - False Positive,Pass,None
QA0759,ALT02786,2026-08-19,R007,Cash Intensive Business,ANL10,ANL12,80.0,46,7,Close - Explained Activity,Fail,Insufficient Narrative
QA0760,ALT00019,2026-07-24,R008,Dormant Account Reactivation,ANL12,ANL12,44.0,16,7,Escalate to Case,Fail,Incomplete Transaction Review
QA0761,ALT00090,2026-08-10,R007,Cash Intensive Business,ANL09,ANL12,34.0,11,8,Close - False Positive,Pass,None
QA0762,ALT02444,2026-04-21,R001,Structuring / Cash Activity,ANL04,ANL12,36.0,41,11,Close - False Positive,Pass,None
QA0763,ALT00607,2026-06-29,R001,Structuring / Cash Activity,ANL04,ANL12,38.0,54,27,Close - False Positive,Pass,None
QA0764,ALT00016,2026-02-05,R002,High-Risk Jurisdiction Wire,ANL11,ANL12,34.0,36,8,Close - False Positive,Pass,None
QA0765,ALT03049,2026-04-23,R001,Structuring / Cash Activity,ANL01,ANL12,61.0,8,5,Close - False Positive,Pass,None
QA0766,ALT02063,2026-02-13,R003,Rapid Movement of Funds,ANL03,ANL12,15.0,22,5,Close - False Positive,Pass,None
QA0767,ALT02927,2026-07-08,R002,High-Risk Jurisdiction Wire,ANL11,ANL12,48.0,64,11,Close - False Positive,Pass,None
QA0768,ALT00825,2026-05-26,R007,Cash Intensive Business,ANL11,ANL12,31.0,23,13,Close - False Positive,Pass,None
QA0769,ALT02429,2026-06-29,R001,Structuring / Cash Activity,ANL05,ANL12,74.0,47,11,Close - False Positive,Pass,None
QA0770,ALT02270,2026-02-02,R002,High-Risk Jurisdiction Wire,ANL12,ANL12,46.0,56,20,Close - False Positive,Pass,None
QA0771,ALT03099,2026-04-04,R003,Rapid Movement of Funds,ANL04,ANL12,66.0,53,7,Escalate to Case,Fail,Insufficient Narrative
QA0772,ALT00207,2026-02-25,R003,Rapid Movement of Funds,ANL07,ANL12,69.0,29,4,Close - False Positive,Fail,Disposition Not Supported
QA0773,ALT00549,2026-08-07,R002,High-Risk Jurisdiction Wire,ANL04,ANL12,57.0,39,4,Close - False Positive,Pass,None
QA0774,ALT02581,2026-04-28,R004,Unusual Volume Increase,ANL11,ANL12,50.0,33,9,Close - False Positive,Pass,None
QA0775,ALT00018,2026-02-10,R003,Rapid Movement of Funds,ANL12,ANL12,26.0,25,2,Close - False Positive,Pass,None
QA0776,ALT02225,2026-03-31,R002,High-Risk Jurisdiction Wire,ANL06,ANL12,36.0,22,12,Close - Explained Activity,Pass,None
QA0777,ALT02167,2026-07-31,R006,P2P Funnel Activity,ANL12,ANL12,43.0,52,6,Close - False Positive,Pass,None
QA0778,ALT01439,2026-01-25,R005,High-Value Wire,ANL11,ANL12,94.0,20,8,Escalate to Case,Pass,None
QA0779,ALT02949,2026-06-27,R008,Dormant Account Reactivation,ANL06,ANL12,68.0,23,4,Close - False Positive,Pass,None
QA0780,ALT02596,2026-03-13,R001,Structuring / Cash Activity,ANL05,ANL12,81.0,8,2,Escalate to Case,Pass,None
QA0781,ALT03146,2026-04-23,R003,Rapid Movement of Funds,ANL02,ANL12,91.0,37,27,Close - False Positive,Pass,None
QA0782,ALT01151,2026-01-29,R005,High-Value Wire,ANL12,ANL12,19.0,43,5,Escalate to Case,Pass,None
QA0783,ALT02731,2026-03-12,R004,Unusual Volume Increase,ANL07,ANL12,75.0,38,2,Escalate to Case,Pass,None
QA0784,ALT03061,2026-02-24,R001,Structuring / Cash Activity,ANL08,ANL12,71.0,50,5,Close - False Positive,Fail,Insufficient Narrative
QA0785,ALT02148,2026-02-24,R006,P2P Funnel Activity,ANL09,ANL12,55.0,39,19,Close - False Positive,Pass,None
QA0786,ALT01700,2026-07-24,R008,Dormant Account Reactivation,ANL06,ANL12,61.0,14,8,Close - False Positive,Fail,Insufficient Narrative
QA0787,ALT03568,2026-04-30,R006,P2P Funnel Activity,ANL10,ANL12,54.0,43,3,Close - False Positive,Pass,None
QA0788,ALT03094,2026-04-15,R005,High-Value Wire,ANL12,ANL12,36.0,25,0,Close - False Positive,Fail,KYC Context Missing
QA0789,ALT00943,2026-08-18,R007,Cash Intensive Business,ANL10,ANL12,27.0,19,10,Close - False Positive,Pass,None
QA0790,ALT01902,2026-02-27,R007,Cash Intensive Business,ANL12,ANL12,74.0,46,13,Close - False Positive,Pass,None
QA0791,ALT03186,2026-07-28,R004,Unusual Volume Increase,ANL01,ANL12,78.0,34,17,Close - False Positive,Pass,None
QA0792,ALT01062,2026-04-20,R003,Rapid Movement of Funds,ANL03,ANL12,48.0,28,4,Escalate to Case,Pass,None
QA0793,ALT03372,2026-03-10,R002,High-Risk Jurisdiction Wire,ANL12,ANL12,85.0,60,4,Close - False Positive,Pass,None
QA0794,ALT02645,2026-03-23,R007,Cash Intensive Business,ANL12,ANL12,43.0,54,1,Escalate to Case,Pass,None
QA0795,ALT00311,2026-06-15,R005,High-Value Wire,ANL12,ANL12,61.0,26,22,Close - False Positive,Pass,None
QA0796,ALT00930,2026-05-15,R003,Rapid Movement of Funds,ANL03,ANL12,59.0,58,15,Close - Explained Activity,Pass,None
QA0797,ALT02003,2026-05-23,R005,High-Value Wire,ANL09,ANL12,51.0,31,11,Escalate to Case,Pass,None
QA0798,ALT03526,2026-02-21,R007,Cash Intensive Business,ANL06,ANL12,65.0,41,3,Close - Explained Activity,Pass,None
QA0799,ALT01005,2026-06-11,R002,High-Risk Jurisdiction Wire,ANL07,ANL12,61.0,22,6,Close - False Positive,Pass,None
QA0800,ALT01498,2026-08-27,R006,P2P Funnel Activity,ANL02,ANL12,44.0,41,6,Close - False Positive,Pass,None
QA0801,ALT02205,2026-07-24,R005,High-Value Wire,ANL01,ANL12,78.0,27,21,Escalate to Case,Pass,None
QA0802,ALT00189,2026-07-08,R007,Cash Intensive Business,ANL06,ANL12,39.0,49,6,Close - False Positive,Fail,Incomplete Transaction Review
QA0803,ALT00595,2026-08-13,R006,P2P Funnel Activity,ANL07,ANL12,37.0,15,6,Close - False Positive,Pass,None
QA0804,ALT00034,2026-04-16,R003,Rapid Movement of Funds,ANL06,ANL12,53.0,47,27,Close - Explained Activity,Fail,Disposition Not Supported
QA0805,ALT02366,2026-06-03,R003,Rapid Movement of Funds,ANL12,ANL12,74.0,42,14,Escalate to Case,Pass,None
QA0806,ALT03469,2026-02-24,R002,High-Risk Jurisdiction Wire,ANL12,ANL12,47.0,48,10,Escalate to Case,Pass,None
QA0807,ALT02213,2026-04-03,R005,High-Value Wire,ANL11,ANL12,35.0,22,9,Escalate to Case,Pass,None
QA0808,ALT01246,2026-02-09,R001,Structuring / Cash Activity,ANL09,ANL12,62.0,36,9,Close - False Positive,Pass,None
QA0809,ALT02219,2026-08-26,R003,Rapid Movement of Funds,ANL09,ANL12,64.0,56,28,Close - False Positive,Pass,None
QA0810,ALT01662,2026-03-27,R003,Rapid Movement of Funds,ANL01,ANL12,52.0,20,9,Close - False Positive,Pass,None
QA0811,ALT00622,2026-07-10,R003,Rapid Movement of Funds,ANL07,ANL12,52.0,38,23,Close - False Positive,Pass,None
QA0812,ALT02138,2026-09-26,R002,High-Risk Jurisdiction Wire,ANL10,ANL12,44.0,49,2,Close - False Positive,Pass,None
QA0813,ALT02012,2026-09-20,R003,Rapid Movement of Funds,ANL06,ANL12,25.0,48,13,Close - Explained Activity,Fail,KYC Context Missing
QA0814,ALT00605,2026-07-03,R007,Cash Intensive Business,ANL10,ANL12,65.0,55,16,Close - False Positive,Fail,Disposition Not Supported
QA0815,ALT00517,2026-02-10,R003,Rapid Movement of Funds,ANL02,ANL12,51.0,8,11,Escalate to Case,Pass,None
QA0816,ALT00419,2026-07-27,R006,P2P Funnel Activity,ANL06,ANL12,60.0,22,5,Close - False Positive,Pass,None
QA0817,ALT02616,2026-01-07,R003,Rapid Movement of Funds,ANL11,ANL12,24.0,48,8,Close - Explained Activity,Pass,None
QA0818,ALT00627,2026-09-05,R001,Structuring / Cash Activity,ANL12,ANL12,56.0,12,17,Close - False Positive,Pass,None
QA0819,ALT00456,2026-02-16,R006,P2P Funnel Activity,ANL03,ANL12,37.0,32,5,Close - False Positive,Fail,Incomplete Transaction Review
QA0820,ALT02987,2026-04-06,R004,Unusual Volume Increase,ANL01,ANL12,41.0,30,5,Close - False Positive,Pass,None
QA0821,ALT01826,2026-06-07,R004,Unusual Volume Increase,ANL08,ANL12,69.0,52,8,Close - False Positive,Fail,KYC Context Missing
QA0822,ALT03306,2026-02-27,R007,Cash Intensive Business,ANL03,ANL12,34.0,48,10,Close - False Positive,Pass,None
QA0823,ALT01341,2026-08-01,R003,Rapid Movement of Funds,ANL11,ANL12,100.0,44,2,Close - False Positive,Fail,KYC Context Missing
QA0824,ALT00731,2026-04-07,R008,Dormant Account Reactivation,ANL05,ANL12,68.0,37,5,Close - False Positive,Pass,None
QA0825,ALT00556,2026-04-08,R003,Rapid Movement of Funds,ANL10,ANL12,36.0,56,6,Close - Explained Activity,Pass,None
QA0826,ALT02365,2026-07-16,R007,Cash Intensive Business,ANL09,ANL12,49.0,55,8,Close - False Positive,Pass,None
QA0827,ALT00802,2026-05-24,R006,P2P Funnel Activity,ANL06,ANL12,59.0,47,2,Close - Explained Activity,Pass,None
QA0828,ALT00137,2026-04-06,R007,Cash Intensive Business,ANL06,ANL12,53.0,40,10,Close - Explained Activity,Pass,None
QA0829,ALT03528,2026-01-08,R004,Unusual Volume Increase,ANL08,ANL12,95.0,23,14,Close - False Positive,Pass,None
QA0830,ALT02801,2026-06-21,R001,Structuring / Cash Activity,ANL01,ANL12,72.0,57,9,Escalate to Case,Pass,None
QA0831,ALT01099,2026-06-13,R001,Structuring / Cash Activity,ANL05,ANL12,51.0,51,21,Close - False Positive,Pass,None
QA0832,ALT00171,2026-08-12,R003,Rapid Movement of Funds,ANL03,ANL12,56.0,34,15,Escalate to Case,Pass,None
QA0833,ALT01553,2026-02-14,R003,Rapid Movement of Funds,ANL03,ANL12,70.0,16,20,Close - Explained Activity,Pass,None
QA0834,ALT02416,2026-01-02,R004,Unusual Volume Increase,ANL06,ANL12,37.0,31,8,Close - False Positive,Pass,None
QA0835,ALT02042,2026-05-30,R001,Structuring / Cash Activity,ANL12,ANL12,67.0,45,16,Escalate to Case,Pass,None
QA0836,ALT00922,2026-08-25,R001,Structuring / Cash Activity,ANL06,ANL12,49.0,50,12,Close - Explained Activity,Pass,None
QA0837,ALT02664,2026-03-01,R008,Dormant Account Reactivation,ANL03,ANL12,32.0,56,17,Close - False Positive,Pass,None
