alert_id,alert_date,rule_id,analyst_id,risk_score,alert_amount,alert_age_days,review_minutes,disposition,sar_flag,rule_name,channel_focus,false_positive_flag,escalated_flag,month
ALT02645,2026-03-23,R007,ANL12,43.0,10240.63,1,54,Escalate to Case,1,Cash Intensive Business,Cash,0,1,2026-03
ALT02646,2026-06-30,R002,ANL01,68.0,14667.8,1,29,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-06
ALT02647,2026-09-12,R008,ANL02,69.0,33455.42,9,39,Escalate to Case,0,Dormant Account Reactivation,All,0,1,2026-09
ALT02648,2026-01-30,R004,ANL11,91.0,30003.26,1,68,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-01
ALT02649,2026-06-27,R004,ANL05,72.0,4888.21,10,38,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-06
ALT02650,2026-09-19,R006,ANL04,71.0,9952.25,9,46,Escalate to Case,1,P2P Funnel Activity,P2P,0,1,2026-09
ALT02651,2026-08-27,R004,ANL11,29.0,4240.65,16,46,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-08
ALT02652,2026-06-18,R002,ANL04,81.0,52596.42,6,39,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-06
ALT02653,2026-04-06,R001,ANL11,44.0,50338.66,7,19,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-04
ALT02654,2026-09-24,R004,ANL08,71.0,3327.16,4,50,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-09
ALT02655,2026-01-19,R002,ANL01,66.0,61058.75,5,30,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-01
ALT02656,2026-05-25,R004,ANL05,76.0,7058.06,12,58,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-05
ALT02657,2026-07-13,R005,ANL11,65.0,77827.55,9,35,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-07
ALT02658,2026-09-28,R004,ANL06,100.0,9204.36,11,39,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-09
ALT02659,2026-06-16,R002,ANL08,67.0,3247.69,23,37,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-06
ALT02660,2026-06-22,R008,ANL09,66.0,4499.28,10,39,Escalate to Case,0,Dormant Account Reactivation,All,0,1,2026-06
ALT02661,2026-08-02,R002,ANL07,35.0,23057.4,6,27,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-08
ALT02662,2026-08-22,R003,ANL10,47.0,35204.22,14,35,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-08
ALT02663,2026-02-23,R001,ANL04,61.0,9426.31,6,56,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-02
ALT02664,2026-03-01,R008,ANL03,32.0,32165.81,17,56,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-03
ALT02665,2026-01-01,R001,ANL04,55.0,34710.37,24,46,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-01
ALT02666,2026-03-06,R001,ANL11,41.0,16172.73,4,26,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-03
ALT02667,2026-06-18,R002,ANL03,34.0,13652.82,2,37,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-06
ALT02668,2026-08-04,R005,ANL06,76.0,3841.19,14,37,Close - Explained Activity,0,High-Value Wire,Wire,0,0,2026-08
ALT02669,2026-04-21,R001,ANL11,68.0,14732.38,7,74,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-04
ALT02670,2026-08-02,R002,ANL05,69.0,1225.31,2,37,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-08
ALT02671,2026-06-03,R007,ANL06,73.0,6497.11,6,47,Escalate to Case,0,Cash Intensive Business,Cash,0,1,2026-06
ALT02672,2026-05-02,R007,ANL02,55.0,9661.22,11,28,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-05
ALT02673,2026-06-07,R001,ANL07,58.0,3805.74,17,50,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-06
ALT02674,2026-06-13,R005,ANL01,38.0,5142.19,4,34,Close - Explained Activity,0,High-Value Wire,Wire,0,0,2026-06
ALT02675,2026-06-05,R005,ANL12,65.0,44738.29,3,33,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-06
ALT02676,2026-08-16,R008,ANL02,51.0,76725.82,11,39,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-08
ALT02677,2026-05-06,R002,ANL05,79.0,12397.87,15,44,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-05
ALT02678,2026-05-23,R008,ANL03,57.0,29013.36,14,26,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-05
ALT02679,2026-09-24,R006,ANL08,76.0,124441.45,9,53,Close - Explained Activity,0,P2P Funnel Activity,P2P,0,0,2026-09
ALT02680,2026-07-01,R006,ANL06,77.0,9350.16,10,24,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-07
ALT02681,2026-09-02,R001,ANL08,73.0,2884.58,19,29,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-09
ALT02682,2026-01-04,R003,ANL03,48.0,20017.67,8,66,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-01
ALT02683,2026-01-10,R004,ANL11,67.0,14724.3,8,49,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-01
ALT02684,2026-06-12,R004,ANL10,63.0,1664.74,5,30,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-06
ALT02685,2026-05-23,R005,ANL04,47.0,29549.01,20,30,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-05
ALT02686,2026-04-11,R005,ANL10,51.0,61823.49,4,38,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-04
ALT02687,2026-07-19,R001,ANL11,83.0,3599.94,18,56,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-07
ALT02688,2026-06-19,R003,ANL09,59.0,1756.14,9,34,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-06
ALT02689,2026-05-11,R005,ANL05,68.0,20752.82,11,36,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-05
ALT02690,2026-04-19,R002,ANL03,69.0,52842.43,24,52,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-04
ALT02691,2026-02-23,R008,ANL12,52.0,155924.19,9,52,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-02
ALT02692,2026-04-11,R005,ANL06,48.0,12006.67,1,35,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-04
ALT02693,2026-08-04,R008,ANL11,56.0,155965.34,16,35,Close - Explained Activity,0,Dormant Account Reactivation,All,0,0,2026-08
ALT02694,2026-06-14,R003,ANL08,38.0,23283.58,0,17,Close - Explained Activity,0,Rapid Movement of Funds,ACH/P2P/Wire,0,0,2026-06
ALT02695,2026-09-03,R001,ANL07,64.0,17427.67,6,27,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-09
ALT02696,2026-06-17,R005,ANL08,61.0,75314.66,8,33,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-06
ALT02697,2026-04-23,R007,ANL12,67.0,17752.18,7,34,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-04
ALT02698,2026-02-16,R001,ANL07,56.0,15847.97,5,55,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-02
ALT02699,2026-02-07,R003,ANL04,56.0,572706.1,6,55,Close - Explained Activity,0,Rapid Movement of Funds,ACH/P2P/Wire,0,0,2026-02
ALT02700,2026-03-08,R005,ANL01,56.0,184387.35,5,29,Escalate to Case,1,High-Value Wire,Wire,0,1,2026-03
ALT02701,2026-02-25,R003,ANL07,58.0,4908.91,7,57,Close - Explained Activity,0,Rapid Movement of Funds,ACH/P2P/Wire,0,0,2026-02
ALT02702,2026-07-08,R008,ANL07,40.0,131993.48,3,27,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-07
ALT02703,2026-09-13,R004,ANL08,41.0,20815.21,18,28,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-09
ALT02704,2026-08-15,R005,ANL07,91.0,15208.2,14,8,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-08
ALT02705,2026-01-03,R006,ANL10,71.0,12448.21,16,13,Close - Explained Activity,0,P2P Funnel Activity,P2P,0,0,2026-01
ALT02706,2026-08-04,R001,ANL06,67.0,19044.99,16,40,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-08
ALT02707,2026-04-22,R001,ANL11,65.0,32379.09,17,26,Escalate to Case,1,Structuring / Cash Activity,Cash,0,1,2026-04
ALT02708,2026-05-12,R003,ANL12,45.0,51231.9,7,59,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-05
ALT02709,2026-03-03,R007,ANL02,44.0,2500.99,6,47,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-03
ALT02710,2026-02-21,R002,ANL01,82.0,9435.86,20,45,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-02
ALT02711,2026-06-21,R004,ANL09,85.0,6039.69,16,26,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-06
ALT02712,2026-08-29,R004,ANL03,55.0,77605.34,3,19,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-08
ALT02713,2026-02-18,R001,ANL05,47.0,17807.58,16,24,Close - Explained Activity,0,Structuring / Cash Activity,Cash,0,0,2026-02
ALT02714,2026-07-11,R002,ANL08,28.0,82837.04,6,33,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-07
ALT02715,2026-09-20,R004,ANL12,58.0,3817.93,4,47,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-09
ALT02716,2026-06-10,R002,ANL07,50.0,10934.48,18,46,Close - Explained Activity,0,High-Risk Jurisdiction Wire,Wire,0,0,2026-06
ALT02717,2026-04-26,R005,ANL10,44.0,7342.94,12,25,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-04
ALT02718,2026-09-21,R004,ANL11,53.0,20598.86,4,50,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-09
ALT02719,2026-05-15,R006,ANL09,56.0,16856.66,1,60,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-05
ALT02720,2026-08-25,R001,ANL12,85.0,21979.7,11,47,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-08
ALT02721,2026-04-24,R004,ANL03,70.0,2659.3,10,55,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-04
ALT02722,2026-09-02,R001,ANL09,87.0,9947.96,1,62,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-09
ALT02723,2026-06-16,R004,ANL11,48.0,108753.01,15,63,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-06
ALT02724,2026-09-19,R003,ANL02,55.0,30688.63,10,67,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-09
ALT02725,2026-09-12,R002,ANL04,26.0,74097.61,5,30,Escalate to Case,1,High-Risk Jurisdiction Wire,Wire,0,1,2026-09
ALT02726,2026-07-02,R007,ANL06,90.0,8456.11,11,27,Escalate to Case,0,Cash Intensive Business,Cash,0,1,2026-07
ALT02727,2026-02-11,R001,ANL03,60.0,7118.94,3,22,Escalate to Case,1,Structuring / Cash Activity,Cash,0,1,2026-02
ALT02728,2026-04-25,R002,ANL01,72.0,2100.08,6,21,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-04
ALT02729,2026-09-09,R002,ANL04,77.0,29700.2,6,15,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-09
ALT02730,2026-08-06,R008,ANL10,46.0,8191.62,9,42,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-08
ALT02731,2026-03-12,R004,ANL07,75.0,15525.38,2,38,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-03
ALT02732,2026-09-16,R005,ANL11,39.0,16876.16,10,34,Escalate to Case,1,High-Value Wire,Wire,0,1,2026-09
ALT02733,2026-08-10,R004,ANL03,39.0,26488.57,6,40,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-08
ALT02734,2026-08-22,R007,ANL03,74.0,6393.78,15,47,Close - Explained Activity,0,Cash Intensive Business,Cash,0,0,2026-08
ALT02735,2026-09-12,R001,ANL04,70.0,34362.14,20,35,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-09
ALT02736,2026-06-23,R001,ANL06,32.0,78432.26,2,77,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-06
ALT02737,2026-06-19,R007,ANL05,71.0,35359.68,10,24,Close - Explained Activity,0,Cash Intensive Business,Cash,0,0,2026-06
ALT02738,2026-05-15,R007,ANL11,50.0,5478.48,4,45,Escalate to Case,0,Cash Intensive Business,Cash,0,1,2026-05
ALT02739,2026-04-11,R005,ANL07,63.0,38675.95,11,28,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-04
ALT02740,2026-05-24,R003,ANL08,55.0,7602.02,9,40,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-05
ALT02741,2026-08-18,R002,ANL08,58.0,16584.02,3,14,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-08
ALT02742,2026-03-11,R001,ANL07,22.0,12871.85,12,43,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-03
ALT02743,2026-08-15,R005,ANL11,67.0,9349.3,9,70,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-08
ALT02744,2026-01-18,R007,ANL11,60.0,24914.04,3,51,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-01
ALT02745,2026-04-12,R005,ANL11,55.0,12861.39,13,34,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-04
ALT02746,2026-07-02,R003,ANL09,90.0,20405.72,13,8,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-07
ALT02747,2026-08-15,R008,ANL09,100.0,4866.23,16,34,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-08
ALT02748,2026-04-19,R002,ANL10,33.0,101353.37,7,45,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-04
ALT02749,2026-05-09,R002,ANL09,42.0,10191.47,6,41,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-05
ALT02750,2026-03-19,R006,ANL02,49.0,56861.53,17,24,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-03
ALT02751,2026-09-17,R004,ANL08,59.0,123408.55,1,34,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-09
ALT02752,2026-05-21,R003,ANL08,80.0,79229.08,1,41,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-05
ALT02753,2026-05-19,R001,ANL08,57.0,104803.11,5,56,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-05
ALT02754,2026-06-22,R001,ANL02,62.0,74090.35,6,47,Close - Explained Activity,0,Structuring / Cash Activity,Cash,0,0,2026-06
ALT02755,2026-04-04,R001,ANL11,72.0,43768.79,4,31,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-04
ALT02756,2026-01-13,R003,ANL11,76.0,48922.49,8,37,Close - Explained Activity,0,Rapid Movement of Funds,ACH/P2P/Wire,0,0,2026-01
ALT02757,2026-09-11,R008,ANL04,66.0,24412.72,11,37,Close - Explained Activity,0,Dormant Account Reactivation,All,0,0,2026-09
ALT02758,2026-07-09,R008,ANL10,34.0,154660.24,0,20,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-07
ALT02759,2026-03-22,R005,ANL11,39.0,12426.8,7,30,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-03
ALT02760,2026-05-12,R002,ANL08,69.0,2753.53,11,21,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-05
ALT02761,2026-07-09,R005,ANL10,73.0,5989.51,9,20,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-07
ALT02762,2026-05-31,R005,ANL02,63.0,10808.65,3,49,Close - Explained Activity,0,High-Value Wire,Wire,0,0,2026-05
ALT02763,2026-08-12,R001,ANL03,90.0,114895.02,19,50,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-08
ALT02764,2026-05-16,R002,ANL11,73.0,62315.29,4,33,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-05
ALT02765,2026-06-25,R006,ANL01,86.0,1409.87,8,20,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-06
ALT02766,2026-07-05,R004,ANL09,58.0,39308.8,5,39,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-07
ALT02767,2026-03-21,R008,ANL02,49.0,33276.85,4,23,Close - Explained Activity,0,Dormant Account Reactivation,All,0,0,2026-03
ALT02768,2026-02-05,R004,ANL04,65.0,65336.63,15,29,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-02
ALT02769,2026-08-30,R001,ANL01,67.0,14681.24,25,55,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-08
ALT02770,2026-08-20,R001,ANL05,57.0,41680.16,13,25,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-08
ALT02771,2026-09-22,R002,ANL10,55.0,35842.36,8,33,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-09
ALT02772,2026-08-19,R007,ANL11,40.0,12833.31,11,29,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-08
ALT02773,2026-03-22,R003,ANL10,58.0,71012.08,33,45,Close - Explained Activity,0,Rapid Movement of Funds,ACH/P2P/Wire,0,0,2026-03
ALT02774,2026-04-09,R004,ANL09,37.0,58110.09,2,31,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-04
ALT02775,2026-01-26,R001,ANL11,66.0,28557.64,4,8,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-01
ALT02776,2026-05-11,R004,ANL09,59.0,92720.19,11,36,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-05
ALT02777,2026-01-29,R002,ANL07,35.0,178262.39,12,31,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-01
ALT02778,2026-01-18,R007,ANL02,39.0,2057.03,4,35,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-01
ALT02779,2026-09-20,R001,ANL06,74.0,46538.96,7,39,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-09
ALT02780,2026-06-30,R005,ANL02,61.0,10035.99,3,37,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-06
ALT02781,2026-06-21,R002,ANL12,77.0,983.78,7,22,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-06
ALT02782,2026-09-01,R002,ANL10,99.0,45019.32,3,21,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-09
ALT02783,2026-03-24,R001,ANL03,75.0,19458.45,4,51,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-03
ALT02784,2026-03-15,R005,ANL08,70.0,48382.19,6,42,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-03
ALT02785,2026-09-14,R003,ANL12,50.0,32643.45,3,8,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-09
ALT02786,2026-08-19,R007,ANL10,80.0,138658.56,7,46,Close - Explained Activity,0,Cash Intensive Business,Cash,0,0,2026-08
ALT02787,2026-01-24,R008,ANL04,61.0,11695.59,11,39,Close - Explained Activity,0,Dormant Account Reactivation,All,0,0,2026-01
ALT02788,2026-05-11,R007,ANL10,66.0,18855.9,16,19,Close - False Positive,0,Cash Intensive Business,Cash,1,0,2026-05
ALT02789,2026-04-13,R008,ANL08,57.0,37853.47,9,21,Close - Explained Activity,0,Dormant Account Reactivation,All,0,0,2026-04
ALT02790,2026-07-25,R001,ANL12,50.0,78423.16,3,36,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-07
ALT02791,2026-06-29,R004,ANL09,53.0,9055.69,13,47,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-06
ALT02792,2026-08-15,R003,ANL08,54.0,248585.56,12,43,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-08
ALT02793,2026-09-20,R001,ANL03,58.0,6326.91,15,43,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-09
ALT02794,2026-08-24,R001,ANL02,26.0,163462.2,10,40,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-08
ALT02795,2026-09-11,R005,ANL04,46.0,10828.74,10,40,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-09
ALT02796,2026-07-07,R003,ANL10,55.0,12352.36,1,23,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-07
ALT02797,2026-07-24,R006,ANL08,80.0,52477.42,8,52,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-07
ALT02798,2026-09-02,R008,ANL02,78.0,32052.6,1,29,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-09
ALT02799,2026-09-14,R004,ANL09,46.0,8304.64,7,55,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-09
ALT02800,2026-02-10,R004,ANL09,51.0,14183.91,10,44,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-02
ALT02801,2026-06-21,R001,ANL01,72.0,21578.36,9,57,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-06
ALT02802,2026-01-27,R001,ANL01,97.0,58990.15,10,33,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-01
ALT02803,2026-06-19,R003,ANL08,78.0,24289.29,7,25,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-06
ALT02804,2026-03-14,R001,ANL07,77.0,21699.38,13,24,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-03
ALT02805,2026-03-14,R003,ANL04,54.0,30561.47,4,46,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-03
ALT02806,2026-02-12,R002,ANL05,52.0,21852.85,8,37,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-02
ALT02807,2026-08-09,R008,ANL04,58.0,79607.17,9,56,Close - False Positive,0,Dormant Account Reactivation,All,1,0,2026-08
ALT02808,2026-09-26,R003,ANL10,18.0,53087.32,6,49,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-09
ALT02809,2026-02-03,R005,ANL04,69.0,22069.02,15,26,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-02
ALT02810,2026-05-10,R002,ANL07,39.0,123458.69,7,41,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-05
ALT02811,2026-09-01,R005,ANL01,64.0,25353.69,19,37,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-09
ALT02812,2026-05-17,R006,ANL06,66.0,264359.53,15,30,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-05
ALT02813,2026-08-11,R004,ANL05,91.0,368696.61,12,27,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-08
ALT02814,2026-02-01,R005,ANL02,42.0,4931.93,3,20,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-02
ALT02815,2026-01-19,R001,ANL12,55.0,65855.91,12,23,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-01
ALT02816,2026-03-11,R006,ANL04,46.0,39483.52,23,8,Close - Explained Activity,0,P2P Funnel Activity,P2P,0,0,2026-03
ALT02817,2026-07-27,R001,ANL03,64.0,127677.23,1,45,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-07
ALT02818,2026-09-16,R002,ANL05,48.0,7625.75,8,47,Close - False Positive,0,High-Risk Jurisdiction Wire,Wire,1,0,2026-09
ALT02819,2026-01-27,R005,ANL11,46.0,72990.89,4,48,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-01
ALT02820,2026-06-28,R004,ANL04,37.0,63275.01,7,25,Close - Explained Activity,0,Unusual Volume Increase,All,0,0,2026-06
ALT02821,2026-02-17,R006,ANL01,67.0,8456.84,5,37,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-02
ALT02822,2026-04-08,R003,ANL01,59.0,86418.01,4,23,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-04
ALT02823,2026-07-10,R007,ANL02,58.0,83859.9,14,47,Escalate to Case,0,Cash Intensive Business,Cash,0,1,2026-07
ALT02824,2026-03-08,R004,ANL03,60.0,6293.66,8,44,Escalate to Case,0,Unusual Volume Increase,All,0,1,2026-03
ALT02825,2026-05-01,R004,ANL02,72.0,12367.09,2,55,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-05
ALT02826,2026-08-10,R001,ANL03,51.0,84088.86,8,40,Close - False Positive,0,Structuring / Cash Activity,Cash,1,0,2026-08
ALT02827,2026-09-29,R004,ANL08,76.0,5250.99,13,60,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-09
ALT02828,2026-07-01,R003,ANL03,48.0,12520.61,13,36,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-07
ALT02829,2026-01-04,R004,ANL12,38.0,24265.92,3,48,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-01
ALT02830,2026-08-01,R005,ANL01,81.0,57662.26,15,22,Close - Explained Activity,0,High-Value Wire,Wire,0,0,2026-08
ALT02831,2026-04-02,R003,ANL03,66.0,13575.87,9,37,Close - Explained Activity,0,Rapid Movement of Funds,ACH/P2P/Wire,0,0,2026-04
ALT02832,2026-07-23,R003,ANL10,55.0,11543.16,12,48,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-07
ALT02833,2026-06-06,R004,ANL09,83.0,98637.7,23,60,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-06
ALT02834,2026-05-26,R004,ANL06,51.0,17044.34,6,42,Close - False Positive,0,Unusual Volume Increase,All,1,0,2026-05
ALT02835,2026-06-12,R001,ANL08,67.0,12563.13,11,45,Escalate to Case,0,Structuring / Cash Activity,Cash,0,1,2026-06
ALT02836,2026-09-01,R003,ANL01,77.0,8303.74,14,32,Escalate to Case,0,Rapid Movement of Funds,ACH/P2P/Wire,0,1,2026-09
ALT02837,2026-04-14,R002,ANL01,60.0,4788.29,9,32,Escalate to Case,0,High-Risk Jurisdiction Wire,Wire,0,1,2026-04
ALT02838,2026-09-23,R005,ANL12,49.0,50374.92,17,53,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-09
ALT02839,2026-03-25,R005,ANL03,62.0,11803.06,4,38,Escalate to Case,0,High-Value Wire,Wire,0,1,2026-03
ALT02840,2026-03-15,R006,ANL06,59.0,68848.74,7,49,Escalate to Case,0,P2P Funnel Activity,P2P,0,1,2026-03
ALT02841,2026-07-22,R005,ANL01,92.0,4485.44,3,34,Close - False Positive,0,High-Value Wire,Wire,1,0,2026-07
ALT02842,2026-06-02,R003,ANL10,89.0,20697.4,10,47,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-06
ALT02843,2026-04-02,R006,ANL07,82.0,18249.56,11,38,Close - False Positive,0,P2P Funnel Activity,P2P,1,0,2026-04
ALT02844,2026-01-06,R003,ANL07,81.0,18961.07,15,38,Close - False Positive,0,Rapid Movement of Funds,ACH/P2P/Wire,1,0,2026-01
